"stockCode","stockCode","empresa","razaoSocial","situacaoRegistro","situacaoEmissor","segmentoListagem","atividade","acao","dataCotacao","tipoAcao","ultimoFechamento","fatorCotacao","volumeFinanceiro","ultimoDemonstrativo","setor","subsetor","segmento","participacaoIndices","precoLucro","precoVpa","precoReceitaLiquida","precoFco","precoFcf","precoAtivoTotal","precoEbit","precoCapitalGiro","precoNcav","evEbit","evEbitda","evReceitaLiquida","evFco","evFcf","evAtivoTotal","marketCapEmpresa","enterpriseValue","dataDemonstracaoFinanceiraAtual","precoAtualAcao","dataPrecoAcao","dividendYield","receitaLiquida","resultadoBruto","ebit","depreciacaoAmortizacao","ebitda","lucroLiquido","lucroAcao","receitaLiquida","resultadoBruto","ebit","depreciacaoAmortizacao","ebitda","lucroLiquido","lucroAcao","menorPreco52Semanas","maiorPreco52Semanas","variacao2024","variacao1Ano","variacao2AnosTotal","variacao2AnosAnual","variacao3AnosTotal","variacao3AnosAnual","variacao4AnosTotal","variacao4AnosAnual","variacao5AnosTotal","variacao5AnosAnual","volumeDiarioMedio3Meses","retornoCapitalTangivelInicial","retornoCapitalInvestidoInicial","retornoCapitalTangivelInicialPreImpostos","retornoCapitalInvestidoInicialPreImpostos","retornoPatrimonioLiquidoInicial","retornoAtivoInicial","margemBruta","margemLiquida","margemEbit","margemEbitda","giroAtivoInicial","alavancagemFinanceira","passivoPatrimonioLiquido","dividaLiquidaEbitda","caixaEquivalentes","ativoTotal","dividaCurtoPrazo","dividaLongoPrazo","dividaBruta","dividaLiquida","patrimonioLiquido","valorPatrimonialAcao","acoesOrdinarias","acoesPreferenciais","totalAcoes","acoesOrdinariasTesouraria","acoesPreferenciaisTesouraria","totalAcoesTesouraria","acoesOrdinariasExTesouraria","acoesPreferenciaisExTesouraria","totalAcoesExTesouraria","fluxoCaixaOperacional","fluxoCaixaInvestimentos","fluxoCaixaFinanciamentos","aumentoReducaoCaixa","fluxoCaixaOperacional","fluxoCaixaInvestimentos","fluxoCaixaFinanciamentos","aumentoReducaoCaixa"
"BEES4","BEES4","BANESTES","BANESTES S.A. - BCO EST ESPIRITO SANTO","ATIVO","FASE OPERACIONAL","Tradicional - BOVESPA","Intermediação Financeira inerente aos Bancos Múltiplos por meio das carteiras autorizadas. inclusive Operações de Câmbio.","BEES4","31/05/2024","PN","R$ 9,69","1 ação","R$ 30,12 mil","ITR - 31/03/2024","Financeiro","Intermediários Financeiros","Bancos","-","8,84","1,41","0,56","2,88","","0,07","","","","","","","","","","R$ 2,90 B","","31/03/2024","R$ 9,69","31/05/2024","6,84%","","","","","","R$ 346,44 M","","","","","","","R$ 67,62 M","","R$ 8,82","R$ 12,18","-2,39%","4,01%","109,65%","44,87%","109,03%","27,89%","122,05%","22,09%","156,11%","20,67%","R$ 28,39 mil","","","","","17,31%","0,93%","27,00%","6,36%","","","0,15","19,60","18,60","","","R$ 42,61 B","","","","","R$ 2,17 B","R$ 6,88","231.006.000","84.906.000","315.912.000","0","0","0","231.006.000","84.906.000","315.912.000","R$ 1,06 B","- R$ 1,63 B","- R$ 207,72 M","- R$ 772,05 M","- R$ 418,47 M","R$ 925,72 M","- R$ 28,40 M","R$ 478,85 M"
"BAHI3","BAHI3","BAHEMA","BAHEMA EDUCAÇÃO S.A.","ATIVO","FASE OPERACIONAL","Bovespa Mais","Prestação de serviços educacionais. diretamente ou por meio de participação em outras sociedades. nas áreas de educação pré-escolar. infantil e básica (ensino fundamental ao ensino médio).","BAHI3","31/05/2024","ON","R$ 6,90","1 ação","R$ 7,66 mil","ITR - 31/03/2024","Consumo Cíclico","Diversos","Serviços Educacionais","ITAG","-22,96","1,73","0,49","1,39","1,45","0,32","2,35","-1,57","-0,32","3,57","2,94","0,74","2,11","2,20","0,49","R$ 182,10 M","R$ 276,40 M","31/03/2024","R$ 6,90","31/05/2024","0,00%","R$ 371,68 M","R$ 163,46 M","R$ 77,41 M","- R$ 16,45 M","R$ 93,87 M","- R$ 7,93 M","- R$ 0,30","R$ 80,76 M","R$ 37,18 M","- R$ 5,69 M","- R$ 4,01 M","- R$ 1,68 M","- R$ 17,77 M","- R$ 0,67","R$ 6,19","R$ 12,00","-13,32%","-18,34%","-47,21%","-27,37%","-53,69%","-22,65%","-57,60%","-19,32%","-71,95%","-22,43%","R$ 34,66 mil","26,38%","22,05%","39,98%","33,41%","-14,54%","-1,24%","43,98%","-2,13%","20,83%","25,26%","0,58","5,35","4,35","1,00","R$ 17,28 M","R$ 562,04 M","R$ 21,92 M","R$ 89,67 M","R$ 111,59 M","R$ 94,30 M","R$ 105,14 M","R$ 3,98","26.390.582","0","26.390.582","0","0","0","26.390.582","0","26.390.582","R$ 131,06 M","- R$ 5,32 M","- R$ 111,76 M","R$ 13,98 M","R$ 6,00 M","- R$ 4,87 M","- R$ 20,82 M","- R$ 19,69 M"
"ALUP3","ALUP3","ALUPAR","ALUPAR INVESTIMENTO S/A","ATIVO","FASE OPERACIONAL","Nível 2 de Governança Corporativa","a participação em outras sociedades atuantes nos setores de energia e infra-estrutura. no Brasil ou no exterior; a geração. transformação. transporte. a distribuiçãoe o comércio de energia.","ALUP3","31/05/2024","ON","R$ 9,79","1 ação","R$ 106,93 mil","ITR - 31/03/2024","Utilidade Pública","Energia Elétrica","Energia Elétrica","-","12,96","1,22","2,82","3,73","4,23","0,32","3,96","4,14","-0,49","8,55","7,99","6,08","8,06","9,14","0,70","R$ 9,26 B","R$ 20,09 B","31/03/2024","R$ 9,79","31/05/2024","4,16%","R$ 3,30 B","R$ 2,49 B","R$ 2,35 B","- R$ 162,75 M","R$ 2,51 B","R$ 718,30 M","R$ 0,79","R$ 996,54 M","R$ 787,01 M","R$ 768,93 M","- R$ 43,04 M","R$ 811,97 M","R$ 254,94 M","R$ 0,28","R$ 8,58","R$ 10,04","3,62%","8,10%","28,94%","13,57%","33,84%","10,21%","29,21%","6,62%","51,69%","8,68%","R$ 154,50 mil","5,98%","8,67%","9,06%","13,14%","10,00%","2,51%","75,41%","21,74%","71,12%","76,05%","0,12","3,79","2,79","4,31","R$ 949,53 M","R$ 28,90 B","R$ 2,28 B","R$ 9,49 B","R$ 11,77 B","R$ 10,82 B","R$ 7,62 B","R$ 8,34","620.834.207","293.441.497","914.275.704","0","0","0","620.834.207","293.441.497","914.275.704","R$ 2,49 B","- R$ 224,37 M","- R$ 2,41 B","- R$ 124,18 M","R$ 605,23 M","- R$ 8,48 M","- R$ 474,23 M","R$ 126,32 M"
"SNSY5","SNSY5","SANSUY","SANSUY S.A. INDUSTRIA DE PLASTICOS","ATIVO","FASE OPERACIONAL","Tradicional - BOVESPA","INDÚSTRIA E COMÉRCIO DE ARTEFATOS PLÁSTICOS","SNSY5","29/05/2024","PNA","R$ 6,08","1 ação","R$ 10,27 mil","ITR - 31/03/2024","Materiais Básicos","Materiais Diversos","Materiais Diversos","-","-0,33","-0,02","0,05","1,06","3,38","0,09","0,83","5,49","-0,02","3,78","2,97","0,24","4,82","15,41","0,41","R$ 62,57 M","R$ 213,96 M","31/03/2024","R$ 6,08","29/05/2024","0,00%","R$ 893,89 M","R$ 239,64 M","R$ 56,64 M","- R$ 15,29 M","R$ 71,93 M","- R$ 141,37 M","- R$ 18,32","R$ 221,48 M","R$ 58,41 M","R$ 8,32 M","- R$ 4,17 M","R$ 12,49 M","- R$ 38,46 M","- R$ 4,98","R$ 3,05","R$ 6,78","59,16%","71,27%","93,02%","39,12%","-13,14%","-4,60%","204,00%","31,97%","249,88%","28,45%","R$ 55,26 mil","14,70%","-2,18%","22,27%","-3,30%","7,67%","-29,56%","26,81%","-15,81%","6,34%","8,05%","1,87","-0,27","-1,27","2,10","R$ 3,83 M","R$ 526,27 M","R$ 99,88 M","R$ 55,35 M","R$ 155,22 M","R$ 151,39 M","- R$ 1,98 B","- R$ 257,12","2.657.920","5.058.480","7.716.400","0","0","0","2.657.920","5.058.480","7.716.400","R$ 44,41 M","- R$ 30,61 M","- R$ 13,36 M","R$ 446,00 mil","R$ 11,62 M","- R$ 8,42 M","- R$ 6,85 M","- R$ 3,65 M"
"OSXB3","OSXB3","OSX BRASIL","OSX BRASIL S.A.","ATIVO","EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE","Novo Mercado","Equipamentos e Serviços para a indústria offshore de petróleo e gás natural.","OSXB3","31/05/2024","ON","R$ 3,96","1 ação","R$ 13,30 mil","ITR - 31/03/2024","Petróleo. Gás e Biocombustíveis","Petróleo. Gás e Biocombustíveis","Equipamentos e Serviços","-","-0,01","0,00","0,24","-3,99","-4,22","0,01","-0,04","-0,01","0,00","-17,74","-18,21","119,55","-1.990,32","-2.101,41","2,62","R$ 12,47 M","R$ 6,21 B","31/03/2024","R$ 3,96","31/05/2024","0,00%","R$ 51,96 M","R$ 51,37 M","- R$ 350,17 M","- R$ 9,11 M","- R$ 341,06 M","- R$ 1,19 B","- R$ 377,61","R$ 16,56 M","R$ 15,04 M","- R$ 5,12 M","- R$ 3,27 M","- R$ 1,85 M","- R$ 378,00 mil","- R$ 0,12","R$ 3,92","R$ 7,60","-7,26%","-5,26%","-43,43%","-24,82%","-62,29%","-27,77%","22,98%","5,31%","20,36%","3,77%","R$ 29,18 mil","-14,72%","75,67%","-22,31%","114,65%","20,42%","-43,48%","98,86%","-2.287,78%","-673,92%","-656,38%","0,02","-0,34","-1,34","-18,18","R$ 5,49 M","R$ 2,37 B","R$ 0,00","R$ 6,20 B","R$ 6,20 B","R$ 6,20 B","- R$ 6,99 B","- R$ 2,22 mil","3.148.038","0","3.148.038","0","0","0","3.148.038","0","3.148.038","- R$ 3,12 M","R$ 165,00 mil","- R$ 90,00 mil","- R$ 2,40 M","R$ 3,37 M","R$ 0,00","R$ 484,00 mil","R$ 3,35 M"
"SNSY3","SNSY3","SANSUY","SANSUY S.A. INDUSTRIA DE PLASTICOS","ATIVO","FASE OPERACIONAL","Tradicional - BOVESPA","INDÚSTRIA E COMÉRCIO DE ARTEFATOS PLÁSTICOS","SNSY3","29/05/2024","ON","R$ 11,97","1 ação","R$ 2,40 mil","ITR - 31/03/2024","Materiais Básicos","Materiais Diversos","Materiais Diversos","-","-0,65","-0,05","0,10","2,08","6,65","0,18","1,63","10,81","-0,04","3,78","2,97","0,24","4,82","15,41","0,41","R$ 62,57 M","R$ 213,96 M","31/03/2024","R$ 11,97","29/05/2024","0,00%","R$ 893,89 M","R$ 239,64 M","R$ 56,64 M","- R$ 15,29 M","R$ 71,93 M","- R$ 141,37 M","- R$ 18,32","R$ 221,48 M","R$ 58,41 M","R$ 8,32 M","- R$ 4,17 M","R$ 12,49 M","- R$ 38,46 M","- R$ 4,98","R$ 4,40","R$ 19,46","123,32%","149,38%","41,32%","18,94%","-29,55%","-11,05%","-","-","-","-","R$ 25,83 mil","14,70%","-2,18%","22,27%","-3,30%","7,67%","-29,56%","26,81%","-15,81%","6,34%","8,05%","1,87","-0,27","-1,27","2,10","R$ 3,83 M","R$ 526,27 M","R$ 99,88 M","R$ 55,35 M","R$ 155,22 M","R$ 151,39 M","- R$ 1,98 B","- R$ 257,12","2.657.920","5.058.480","7.716.400","0","0","0","2.657.920","5.058.480","7.716.400","R$ 44,41 M","- R$ 30,61 M","- R$ 13,36 M","R$ 446,00 mil","R$ 11,62 M","- R$ 8,42 M","- R$ 6,85 M","- R$ 3,65 M"
"BPAC5","BPAC5","BTGP BANCO","BCO BTG PACTUAL S.A.","ATIVO","FASE OPERACIONAL","Nível 2 de Governança Corporativa","A Companhia e suas controladas formam um grupo de prestação de serviços financeiros sediado no Brasil. atuando como banco múltiplo. com carteira de investimento. nos termos da legislação aplicável.","BPAC5","31/05/2024","PNA","R$ 7,90","1 ação","R$ 49,57 mil","ITR - 31/03/2024","Financeiro","Intermediários Financeiros","Bancos","-","8,60","1,75","1,78","69,37","","0,19","","","","","","","","","","R$ 147,40 B","","31/03/2024","R$ 7,90","31/05/2024","3,29%","","","","","","R$ 10,57 B","","","","","","","R$ 2,77 B","","R$ 6,80","R$ 10,07","-19,54%","15,43%","49,20%","22,18%","26,12%","8,05%","114,82%","21,08%","142,15%","19,33%","R$ 99,97 mil","","","","","23,90%","2,88%","19,16%","20,73%","","","0,14","9,38","8,38","","","R$ 487,26 B","","","","","R$ 51,96 B","R$ 4,52","7.244.165.568","4.261.954.360","11.506.119.928","0","0","0","7.244.165.568","4.261.954.360","11.506.119.928","R$ 1,31 B","- R$ 8,67 B","R$ 17,87 B","R$ 10,40 B","R$ 13,45 B","R$ 2,19 B","R$ 2,51 B","R$ 18,15 B"
"WHRL4","WHRL4","WHIRLPOOL","WHIRLPOOL S.A.","ATIVO","FASE OPERACIONAL","Tradicional - BOVESPA","Fabricação e comercialização de eletrodomésticos","WHRL4","31/05/2024","PN","R$ 4,65","1 ação","R$ 26,43 mil","ITR - 31/03/2024","Consumo Cíclico","Utilidades Domésticas","Eletrodomésticos","-","18,03","3,12","0,60","13,83","24,31","0,78","5,47","26,91","-1,08","5,01","4,43","0,55","12,66","22,26","0,71","R$ 6,89 B","R$ 6,40 B","31/03/2024","R$ 4,65","31/05/2024","8,05%","R$ 11,60 B","R$ 1,90 B","R$ 1,28 B","- R$ 165,26 M","R$ 1,44 B","R$ 387,64 M","R$ 0,26","R$ 2,73 B","R$ 370,34 M","R$ 369,69 M","- R$ 48,43 M","R$ 418,12 M","R$ 204,24 M","R$ 0,14","R$ 3,80","R$ 4,91","0,87%","7,69%","0,75%","0,38%","-33,40%","-12,68%","-10,86%","-2,84%","42,26%","7,30%","R$ 36,18 mil","40,62%","55,74%","61,54%","84,46%","16,92%","4,53%","16,37%","3,34%","11,01%","12,43%","1,36","4,01","3,01","-0,34","R$ 1,83 B","R$ 8,98 B","R$ 1,34 B","R$ 5,29 M","R$ 1,35 B","- R$ 486,99 M","R$ 2,24 B","R$ 1,49","1.028.701.000","474.085.000","1.502.786.000","0","0","0","1.028.701.000","474.085.000","1.502.786.000","R$ 505,31 M","- R$ 235,76 M","- R$ 114,50 M","R$ 155,06 M","- R$ 159,98 M","- R$ 65,25 M","- R$ 66,95 M","- R$ 292,17 M"
"BPAC3","BPAC3","BTGP BANCO","BCO BTG PACTUAL S.A.","ATIVO","FASE OPERACIONAL","Nível 2 de Governança Corporativa","A Companhia e suas controladas formam um grupo de prestação de serviços financeiros sediado no Brasil. atuando como banco múltiplo. com carteira de investimento. nos termos da legislação aplicável.","BPAC3","31/05/2024","ON","R$ 15,70","1 ação","R$ 91,16 mil","ITR - 31/03/2024","Financeiro","Intermediários Financeiros","Bancos","-","17,10","3,48","3,54","137,86","","0,37","","","","","","","","","","R$ 147,40 B","","31/03/2024","R$ 15,70","31/05/2024","1,66%","","","","","","R$ 10,57 B","","","","","","","R$ 2,77 B","","R$ 12,91","R$ 18,94","-9,30%","13,12%","18,69%","8,96%","-10,88%","-3,77%","178,65%","29,22%","211,92%","25,52%","R$ 114,02 mil","","","","","23,90%","2,88%","19,16%","20,73%","","","0,14","9,38","8,38","","","R$ 487,26 B","","","","","R$ 51,96 B","R$ 4,52","7.244.165.568","4.261.954.360","11.506.119.928","0","0","0","7.244.165.568","4.261.954.360","11.506.119.928","R$ 1,31 B","- R$ 8,67 B","R$ 17,87 B","R$ 10,40 B","R$ 13,45 B","R$ 2,19 B","R$ 2,51 B","R$ 18,15 B"
"CEBR3","CEBR3","CEB","CIA ENERGETICA DE BRASILIA","ATIVO","FASE OPERACIONAL","Tradicional - BOVESPA","HOLDING - GERAÇÃO DE ENERGIA ELÉTRICA E ILUMINAÇÃO PÚBLICA","CEBR3","31/05/2024","ON","R$ 23,10","1 ação","R$ 66,21 mil","ITR - 31/03/2024","Utilidade Pública","Energia Elétrica","Energia Elétrica","-","9,53","1,58","4,69","6,66","NA","1,12","7,64","2,34","5,91","4,03","3,89","2,47","3,51","NA","0,59","R$ 1,57 B","R$ 877,21 M","31/03/2024","R$ 23,10","31/05/2024","8,22%","R$ 355,01 M","R$ 180,29 M","R$ 217,84 M","- R$ 7,87 M","R$ 225,71 M","R$ 174,64 M","R$ 2,42","R$ 95,00 M","R$ 50,68 M","R$ 56,01 M","- R$ 1,99 M","R$ 58,00 M","R$ 43,50 M","R$ 0,60","R$ 11,22","R$ 27,30","33,33%","101,21%","90,67%","38,14%","32,77%","9,92%","382,01%","48,21%","910,34%","58,62%","R$ 200,08 mil","28,63%","45,06%","43,38%","68,27%","16,96%","11,87%","50,78%","49,19%","61,36%","63,58%","0,24","1,41","0,41","-3,07","R$ 693,87 M","R$ 1,48 B","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 693,87 M","R$ 1,05 B","R$ 14,59","35.920.890","36.161.025","72.081.915","0","0","0","35.920.890","36.161.025","72.081.915","R$ 249,92 M","- R$ 2,97 M","- R$ 263,46 M","- R$ 16,51 M","R$ 12,05 M","- R$ 1,10 M","R$ 0,00","R$ 10,95 M"
"EPAR3","EPAR3","EMBPAR S/A","EMBPAR PARTICIPACOES S.A.","ATIVO","FASE OPERACIONAL","Tradicional - BOVESPA","Com.de caminhões e ônibus SCANIA. seus acessórios e prest.serv.assist.técnica; Industrializ.e com. de madeiras; Prestação de serviços sob a forma de trading company; Partic. em outras sociedades.","EPAR3","31/05/2024","ON","R$ 7,00","1 ação","R$ 50,74 mil","ITR - 31/03/2024","Bens Industriais","Comércio","Material de Transporte","-","11,58","1,29","0,39","-8,25","-2,90","1,05","7,15","4,83","34,63","7,06","2,83","0,38","-8,15","-2,86","1,04","R$ 104,02 M","R$ 102,78 M","31/03/2024","R$ 7,00","31/05/2024","41,04%","R$ 267,74 M","R$ 39,57 M","R$ 14,55 M","- R$ 21,72 M","R$ 36,27 M","R$ 8,98 M","R$ 0,60","R$ 17,85 M","- R$ 914,00 mil","R$ 400,00 mil","- R$ 429,00 mil","R$ 829,00 mil","R$ 407,00 mil","R$ 0,03","R$ 6,62","R$ 14,36","-33,06%","-31,85%","-33,94%","-18,75%","-","-","-","-","-","-","R$ 82,65 mil","5,67%","6,25%","8,58%","9,47%","7,37%","3,06%","14,78%","3,36%","5,43%","13,55%","0,91","1,23","0,23","-0,03","R$ 1,78 M","R$ 99,03 M","R$ 410,00 mil","R$ 126,00 mil","R$ 536,00 mil","- R$ 1,25 M","R$ 80,49 M","R$ 5,42","14.860.000","0","14.860.000","0","0","0","14.860.000","0","14.860.000","- R$ 12,60 M","- R$ 31,49 M","R$ 74,00 mil","- R$ 44,02 M","- R$ 5,94 M","R$ 904,00 mil","- R$ 75,00 mil","- R$ 5,12 M"
"ALPA3","ALPA3","ALPARGATAS","ALPARGATAS S.A.","ATIVO","FASE OPERACIONAL","Nível 1 de Governança Corporativa","Indústria e comércio de calçados e artigos esportivos","ALPA3","31/05/2024","ON","R$ 9,50","1 ação","R$ 34,27 mil","ITR - 31/03/2024","Consumo Cíclico","Tecidos. Vestuário e Calçados","Calçados","IGC","-3,95","1,72","1,72","8,17","11,56","1,00","-3,89","2,84","-15,76","-4,11","-4,75","1,82","8,63","12,21","1,06","R$ 6,55 B","R$ 6,85 B","31/03/2024","R$ 9,50","31/05/2024","0,00%","R$ 3,76 B","R$ 1,53 B","- R$ 1,67 B","- R$ 224,28 M","- R$ 1,44 B","- R$ 1,64 B","- R$ 2,40","R$ 931,80 M","R$ 425,38 M","R$ 32,82 M","- R$ 58,95 M","R$ 91,77 M","R$ 24,81 M","R$ 0,04","R$ 7,37","R$ 11,58","-5,00%","-12,68%","-48,81%","-28,49%","-76,89%","-38,66%","-56,27%","-18,69%","-41,69%","-10,21%","R$ 36,80 mil","-18,08%","-17,17%","-27,39%","-26,02%","-29,80%","-20,21%","40,73%","-43,64%","-44,32%","-38,36%","0,46","1,71","0,71","-0,21","R$ 1,27 B","R$ 6,48 B","R$ 221,89 M","R$ 1,35 B","R$ 1,57 B","R$ 303,77 M","R$ 3,78 B","R$ 5,54","339.510.689","343.551.533","683.062.222","32","7.227.902","7.227.934","339.510.657","336.323.631","675.834.288","R$ 794,28 M","- R$ 184,09 M","R$ 176,83 M","R$ 788,07 M","R$ 315,42 M","- R$ 13,03 M","R$ 42,32 M","R$ 346,40 M"
"MNPR3","MNPR3","MINUPAR","MINUPAR PARTICIPACOES S.A.","ATIVO","FASE OPERACIONAL","Tradicional - BOVESPA","Participação em outras empresas. bem como criação. abate. industrialização. comercialização. importação e exportação de carnes e produtos derivados de aves. e prestação de serviços a terceiros.","MNPR3","31/05/2024","ON","R$ 10,70","1 ação","R$ 30,55 mil","ITR - 31/03/2024","Consumo não Cíclico","Alimentos Processados","Carnes e Derivados","-","6,21","-0,24","0,21","3,88","73,90","0,22","1,66","-0,21","-0,07","1,66","1,33","0,21","3,89","73,99","0,23","R$ 75,97 M","R$ 76,06 M","31/03/2024","R$ 10,70","31/05/2024","0,00%","R$ 365,71 M","R$ 90,54 M","R$ 45,86 M","- R$ 11,13 M","R$ 57,00 M","R$ 12,23 M","R$ 1,72","R$ 97,49 M","R$ 25,33 M","R$ 17,43 M","- R$ 2,04 M","R$ 19,46 M","R$ 8,87 M","R$ 1,25","R$ 9,30","R$ 22,89","-43,24%","13,83%","52,64%","23,58%","-41,21%","-16,24%","175,77%","28,89%","105,37%","15,46%","R$ 43,12 mil","-12,69%","-9,25%","-19,23%","-14,02%","-3,74%","4,00%","24,76%","3,34%","12,54%","15,59%","1,20","-1,07","-2,07","0,00","R$ 112,00 mil","R$ 338,03 M","R$ 170,00 mil","R$ 31,00 mil","R$ 201,00 mil","R$ 89,00 mil","- R$ 315,01 M","- R$ 44,37","7.100.000","0","7.100.000","0","0","0","7.100.000","0","7.100.000","R$ 19,58 M","- R$ 18,63 M","- R$ 1,18 M","- R$ 225,00 mil","R$ 4,05 M","- R$ 3,69 M","- R$ 537,00 mil","- R$ 179,00 mil"
"NORD3","NORD3","NORDON MET","NORDON INDUSTRIAS METALURGICAS S.A.","ATIVO","PARALISADA","Tradicional - BOVESPA","A Sociedade tem como atividade operacional preponderante a produção de bens de capital destinados ao mercado interno e externo para os setores químico. petrolífero. petroquímico. criogenia. alimentíci","NORD3","31/05/2024","ON","R$ 8,11","1 ação","R$ 12,17 mil","ITR - 31/03/2024","Bens Industriais","Máquinas e Equipamentos","Máq. e Equip. Industriais","-","-5,79","-0,33","20,86","27,27","NA","2,80","5.966,69","-0,32","-0,15","10.180,81","10.180,81","35,60","46,53","NA","4,78","R$ 53,70 M","R$ 91,63 M","31/03/2024","R$ 8,11","31/05/2024","0,00%","R$ 2,57 M","R$ 2,35 M","R$ 9,00 mil","R$ 0,00","R$ 9,00 mil","- R$ 9,28 M","- R$ 1,40","R$ 589,00 mil","R$ 589,00 mil","- R$ 176,00 mil","R$ 0,00","- R$ 176,00 mil","- R$ 2,63 M","- R$ 0,40","R$ 3,20","R$ 20,15","145,76%","1,38%","-7,31%","-3,72%","-61,01%","-26,97%","103,26%","19,42%","548,80%","44,97%","R$ 6,41 mil","-0,01%","-0,01%","-0,01%","-0,01%","5,95%","-50,82%","91,22%","-360,37%","0,35%","0,35%","0,14","-0,12","-1,12","4.214,11","R$ 21,00 mil","R$ 19,16 M","R$ 29,15 M","R$ 8,80 M","R$ 37,95 M","R$ 37,93 M","- R$ 165,18 M","- R$ 24,95","6.621.000","0","6.621.000","0","0","0","6.621.000","0","6.621.000","R$ 1,97 M","- R$ 1,73 M","- R$ 228,00 mil","R$ 10,00 mil","R$ 119,00 mil","R$ 104,00 mil","- R$ 228,00 mil","- R$ 5,00 mil"
"CGAS5","CGAS5","COMGAS","CIA GAS DE SAO PAULO - COMGAS","ATIVO","FASE OPERACIONAL","Tradicional - BOVESPA","Setor de atividade: Utilidade Pública: Distribuição de gás natural canalizado.","CGAS5","29/05/2024","PNA","R$ 120,00","1 ação","R$ 240,00 mil","ITR - 31/03/2024","Utilidade Pública","Gás","Gás","-","6,30","18,45","1,07","5,41","NA","1,06","5,68","581,89","-1,13","7,15","5,89","1,35","6,80","NA","1,33","R$ 14,45 B","R$ 20,00 B","31/03/2024","R$ 120,00","29/05/2024","10,09%","R$ 14,86 B","R$ 3,13 B","R$ 2,80 B","- R$ 599,61 M","R$ 3,40 B","R$ 2,52 B","R$ 19,05","R$ 3,56 B","R$ 720,94 M","R$ 603,38 M","- R$ 158,78 M","R$ 762,16 M","R$ 322,20 M","R$ 2,43","R$ 100,00","R$ 133,61","5,39%","2,45%","15,72%","7,61%","1,17%","0,39%","1,75%","0,44%","158,27%","20,90%","R$ 229,67 mil","2.227,91%","34,98%","3.375,63%","52,99%","-1.422,40%","19,44%","21,09%","16,98%","18,83%","22,86%","1,14","17,39","16,39","1,63","R$ 2,56 B","R$ 14,98 B","R$ 1,79 B","R$ 6,31 B","R$ 8,10 B","R$ 5,55 B","R$ 861,74 M","R$ 6,50","103.862.768","28.657.819","132.520.587","0","0","0","103.862.768","28.657.819","132.520.587","R$ 2,94 B","- R$ 1,90 B","- R$ 335,54 M","R$ 710,90 M","R$ 341,09 M","- R$ 463,37 M","R$ 833,60 M","R$ 711,32 M"
"APER3","APER3","ALPER S.A.","ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.","ATIVO","FASE OPERACIONAL","Tradicional - BOVESPA","A Companhia tem por objeto social a corretagem e administração de seguros de todos os ramos. participação no capital social de outras sociedades e prestação de serviços de consultoria empresarial.","APER3","31/05/2024","ON","R$ 45,33","1 ação","R$ 54,40 mil","ITR - 31/03/2024","Financeiro","Previdência e Seguros","Corretoras de Seguros e Resseguros","ITAG","-37,60","1,97","2,74","30,09","137,40","1,03","42,45","616,21","-2,16","47,87","24,50","3,08","33,93","154,94","1,16","R$ 924,32 M","R$ 1,04 B","31/03/2024","R$ 45,33","31/05/2024","0,00%","R$ 337,95 M","R$ 337,95 M","R$ 21,77 M","- R$ 20,77 M","R$ 42,54 M","- R$ 24,58 M","- R$ 1,21","R$ 82,61 M","R$ 82,61 M","- R$ 2,15 M","- R$ 5,92 M","R$ 3,77 M","- R$ 22,15 M","- R$ 1,09","R$ 27,08","R$ 47,00","4,64%","57,51%","30,28%","14,16%","-8,26%","-2,83%","136,04%","23,97%","91,74%","13,89%","R$ 73,31 mil","16,46%","3,10%","24,94%","4,69%","-5,25%","-3,25%","100,00%","-7,27%","6,44%","12,59%","0,45","1,91","0,91","2,77","R$ 11,09 M","R$ 900,35 M","R$ 38,57 M","R$ 90,49 M","R$ 129,06 M","R$ 117,97 M","R$ 470,24 M","R$ 23,06","20.390.801","0","20.390.801","0","0","0","20.390.801","0","20.390.801","R$ 30,72 M","- R$ 152,92 M","R$ 122,50 M","R$ 301,00 mil","R$ 625,00 mil","- R$ 88,67 M","R$ 87,60 M","- R$ 440,00 mil"
